Stationsnummer: 2099
Stationsname: Zürich, Unterhard
DBLH-Nr: 00343
Gewässer: Limmat
Exportperiode: 2000-01-01 - 2024-12-31
Parameter: Pegel
Parametereinheit: m ü.M.
Zeitreihe: Tagesmittel
Stationsname;Stationsnummer;Parameter;Zeitreihe;Parametereinheit;Gewässer;Zeitstempel;Zeitpunkt_des_Auftretens;Wert;Freigabestatus
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-06-19 00:00:00;;400.545;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-06-20 00:00:00;;400.524;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-06-21 00:00:00;;400.445;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-06-22 00:00:00;;400.433;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-06-23 00:00:00;;400.415;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-06-24 00:00:00;;400.435;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-06-25 00:00:00;;400.488;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-06-26 00:00:00;;400.480;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-06-27 00:00:00;;400.369;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-06-28 00:00:00;;400.323;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-06-29 00:00:00;;400.386;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-06-30 00:00:00;;400.356;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-01 00:00:00;;400.350;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-02 00:00:00;;400.345;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-03 00:00:00;;400.304;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-04 00:00:00;;400.494;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-05 00:00:00;;400.520;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-06 00:00:00;;400.391;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-07 00:00:00;;400.375;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-08 00:00:00;;400.708;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-09 00:00:00;;400.894;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-10 00:00:00;;401.019;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-11 00:00:00;;401.246;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-12 00:00:00;;401.122;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-13 00:00:00;;401.086;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-14 00:00:00;;401.168;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-15 00:00:00;;401.469;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-16 00:00:00;;401.407;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-17 00:00:00;;401.324;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-18 00:00:00;;401.265;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-19 00:00:00;;401.169;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-20 00:00:00;;400.843;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-21 00:00:00;;400.754;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-22 00:00:00;;400.676;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-23 00:00:00;;400.619;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-24 00:00:00;;400.423;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-25 00:00:00;;400.509;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-26 00:00:00;;400.515;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-27 00:00:00;;400.497;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-28 00:00:00;;400.831;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-29 00:00:00;;401.154;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-30 00:00:00;;401.283;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-07-31 00:00:00;;401.193;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-01 00:00:00;;400.948;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-02 00:00:00;;400.778;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-03 00:00:00;;400.807;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-04 00:00:00;;400.810;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-05 00:00:00;;400.658;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-06 00:00:00;;401.138;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-07 00:00:00;;401.416;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-08 00:00:00;;401.308;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-09 00:00:00;;401.291;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-10 00:00:00;;401.256;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-11 00:00:00;;401.196;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-12 00:00:00;;400.978;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-13 00:00:00;;400.728;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-14 00:00:00;;400.681;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-15 00:00:00;;400.647;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-16 00:00:00;;400.490;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-17 00:00:00;;400.431;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-18 00:00:00;;400.443;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-19 00:00:00;;400.393;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-20 00:00:00;;400.382;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-21 00:00:00;;400.436;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-22 00:00:00;;400.439;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-23 00:00:00;;400.316;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-24 00:00:00;;400.336;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-25 00:00:00;;400.288;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-26 00:00:00;;400.241;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-27 00:00:00;;400.202;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-28 00:00:00;;400.198;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-29 00:00:00;;400.077;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-30 00:00:00;;400.066;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-08-31 00:00:00;;400.121;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-01 00:00:00;;400.300;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-02 00:00:00;;400.350;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-03 00:00:00;;400.340;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-04 00:00:00;;400.471;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-05 00:00:00;;400.466;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-06 00:00:00;;400.383;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-07 00:00:00;;400.415;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-08 00:00:00;;400.390;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-09 00:00:00;;400.375;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-10 00:00:00;;400.259;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-11 00:00:00;;400.168;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-12 00:00:00;;400.161;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-13 00:00:00;;400.170;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-14 00:00:00;;400.142;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-15 00:00:00;;400.179;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-16 00:00:00;;400.177;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-17 00:00:00;;400.153;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-18 00:00:00;;400.023;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-19 00:00:00;;400.003;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-20 00:00:00;;400.084;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-21 00:00:00;;401.386;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-22 00:00:00;;401.266;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-23 00:00:00;;400.788;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-24 00:00:00;;400.494;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-25 00:00:00;;400.360;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-26 00:00:00;;400.323;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-27 00:00:00;;400.320;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-28 00:00:00;;400.319;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-29 00:00:00;;400.323;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-09-30 00:00:00;;400.313;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-01 00:00:00;;400.234;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-02 00:00:00;;400.199;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-03 00:00:00;;400.251;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-04 00:00:00;;400.189;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-05 00:00:00;;400.125;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-06 00:00:00;;400.206;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-07 00:00:00;;400.345;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-08 00:00:00;;400.320;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-09 00:00:00;;400.294;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-10 00:00:00;;400.293;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-11 00:00:00;;400.267;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-12 00:00:00;;400.256;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-13 00:00:00;;400.265;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-14 00:00:00;;400.342;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-15 00:00:00;;400.283;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-16 00:00:00;;400.230;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-17 00:00:00;;400.224;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-18 00:00:00;;400.222;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-19 00:00:00;;400.221;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-20 00:00:00;;400.215;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-21 00:00:00;;400.189;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-22 00:00:00;;400.096;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-23 00:00:00;;400.041;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-24 00:00:00;;399.937;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-25 00:00:00;;399.992;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-26 00:00:00;;400.010;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-27 00:00:00;;400.113;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-28 00:00:00;;400.089;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-29 00:00:00;;400.034;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-30 00:00:00;;399.973;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-10-31 00:00:00;;399.981;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-01 00:00:00;;400.123;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-02 00:00:00;;400.082;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-03 00:00:00;;400.037;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-04 00:00:00;;400.144;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-05 00:00:00;;400.141;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-06 00:00:00;;400.055;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-07 00:00:00;;400.064;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-08 00:00:00;;400.060;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-09 00:00:00;;400.061;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-10 00:00:00;;400.060;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-11 00:00:00;;400.057;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-12 00:00:00;;400.036;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-13 00:00:00;;399.834;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-14 00:00:00;;399.948;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-15 00:00:00;;400.096;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-16 00:00:00;;400.072;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-17 00:00:00;;400.226;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-18 00:00:00;;400.364;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-19 00:00:00;;400.309;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-20 00:00:00;;400.230;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-21 00:00:00;;400.255;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-22 00:00:00;;400.263;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-23 00:00:00;;400.274;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-24 00:00:00;;400.312;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-25 00:00:00;;400.327;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-26 00:00:00;;400.249;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-27 00:00:00;;400.192;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-28 00:00:00;;400.202;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-29 00:00:00;;400.215;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-11-30 00:00:00;;400.202;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-01 00:00:00;;400.220;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-02 00:00:00;;400.214;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-03 00:00:00;;400.189;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-04 00:00:00;;400.059;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-05 00:00:00;;400.060;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-06 00:00:00;;400.128;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-07 00:00:00;;400.199;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-08 00:00:00;;400.164;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-09 00:00:00;;400.141;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-10 00:00:00;;400.031;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-11 00:00:00;;399.991;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-12 00:00:00;;399.973;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-13 00:00:00;;400.033;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-14 00:00:00;;400.045;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-15 00:00:00;;400.162;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-16 00:00:00;;400.212;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-17 00:00:00;;400.085;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-18 00:00:00;;399.966;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-19 00:00:00;;399.953;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-20 00:00:00;;399.996;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-21 00:00:00;;400.070;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-22 00:00:00;;400.098;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-23 00:00:00;;400.042;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-24 00:00:00;;399.942;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-25 00:00:00;;399.889;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-26 00:00:00;;399.801;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-27 00:00:00;;399.701;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-28 00:00:00;;399.694;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2000-12-29 00:00:00;;399.755;Freigegeben, validierte Daten
